Rank,Location,Population,Year,Changes,Area,Population density,Foizi,Date,Source
0.9956709956709956,0.9869281045751634,0.7762008733624454,0.0,0.0779750969585629,0.0,0.0100006603844011,0.5384615384615385,0.1923076923076923,0.7974683544303797
0.0,0.1601307189542483,0.0185589519650655,0.0,0.0779750969585629,0.0,0.0100006603844011,0.5384615384615385,0.1923076923076923,0.7974683544303797
0.4805194805194805,0.3954248366013072,0.0021834061135371,0.0,0.0779750969585629,0.0,0.0100006603844011,0.5384615384615385,0.1923076923076923,0.7974683544303797
0.6623376623376623,0.9477124183006536,0.435589519650655,0.0,0.0779750969585629,0.0,0.0100006603844011,0.5384615384615385,0.1923076923076923,0.7974683544303797
0.70995670995671,0.4019607843137255,0.3864628820960698,0.0,0.0779750969585629,0.0,0.0100006603844011,0.5384615384615385,0.1923076923076923,0.7974683544303797
0.7575757575757576,0.1078431372549019,0.259825327510917,0.0,0.0779750969585629,0.0,0.0100006603844011,0.5384615384615385,0.1923076923076923,0.7974683544303797
0.8051948051948052,0.7287581699346406,0.2096069868995633,0.0,0.0779750969585629,0.0,0.0100006603844011,0.5384615384615385,0.1923076923076923,0.7974683544303797
0.8528138528138528,0.6699346405228759,0.2030567685589519,0.0,0.0779750969585629,0.0,0.0100006603844011,0.5384615384615385,0.1923076923076923,0.7974683544303797
0.9004329004329005,0.065359477124183,0.1823144104803493,0.0,0.0779750969585629,0.0,0.0100006603844011,0.5384615384615385,0.1923076923076923,0.7974683544303797
0.948051948051948,0.434640522875817,0.1768558951965065,0.0,0.0779750969585629,0.0,0.0100006603844011,0.5384615384615385,0.1923076923076923,0.7974683544303797
0.0043290043290043,0.6274509803921569,0.1757641921397379,0.0,0.0779750969585629,0.0,0.0100006603844011,0.5384615384615385,0.1923076923076923,0.7974683544303797
0.0519480519480519,0.5588235294117647,0.1069868995633187,0.0,0.0779750969585629,0.0,0.0100006603844011,0.5384615384615385,0.1923076923076923,0.7974683544303797
0.0995670995670995,0.3235294117647059,0.9421397379912664,0.0,0.0779750969585629,0.0,0.0100006603844011,0.5384615384615385,0.1923076923076923,0.7974683544303797
0.1471861471861472,0.696078431372549,0.937772925764192,0.0,0.0779750969585629,0.0,0.0100006603844011,0.5384615384615385,0.1923076923076923,0.7974683544303797
0.1948051948051948,0.9705882352941176,0.9072052401746724,0.0,0.0779750969585629,0.0,0.0100006603844011,0.5384615384615385,0.1923076923076923,0.7974683544303797
0.2424242424242424,0.2516339869281045,0.8482532751091703,0.0,0.0779750969585629,0.0,0.0100006603844011,0.5384615384615385,0.1923076923076923,0.7974683544303797
0.29004329004329,0.9150326797385622,0.8351528384279475,0.0,0.0779750969585629,0.0,0.0100006603844011,0.5384615384615385,0.1923076923076923,0.7974683544303797
0.3376623376623376,0.4052287581699346,0.834061135371179,0.0,0.0779750969585629,0.0,0.0100006603844011,0.5384615384615385,0.1923076923076923,0.7974683544303797
0.3852813852813853,0.2712418300653595,0.8253275109170305,0.0,0.0779750969585629,0.0,0.0100006603844011,0.5384615384615385,0.1923076923076923,0.7974683544303797
0.4329004329004329,0.8758169934640523,0.8100436681222707,0.0,0.0779750969585629,0.0,0.0100006603844011,0.5384615384615385,0.1923076923076923,0.7974683544303797
0.4848484848484848,0.9444444444444444,0.7674672489082969,0.0,0.0779750969585629,0.0,0.0100006603844011,0.5384615384615385,0.1923076923076923,0.7974683544303797
0.5324675324675324,0.3006535947712418,0.7663755458515283,0.0,0.0779750969585629,0.0,0.0100006603844011,0.5384615384615385,0.1923076923076923,0.7974683544303797
0.5800865800865801,0.4248366013071895,0.7609170305676856,0.0,0.0779750969585629,0.0,0.0100006603844011,0.5384615384615385,0.1923076923076923,0.7974683544303797
